=== 起動前のウィンドウ一覧 ===
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
HWND: 1 | PID: 10304 | Class: MS:SpeechTopLevel | Title: 
起動後のウィンドウ数: 101
増加したウィンドウ数: 0

=== 完了 ===
